,App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Body,Oracle,Body_token,Body_no_negations,Body_no_negations_no_sw,Body_no_negations_no_sw_stem,Body_token_n_grams,Translated Subject
46,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVF0NXhmUFJtWTNtaGg2SnZhaHFFdW1pUmNHUHI3cEUtWVpVNW1HR2ZzVDRBNGNSRUlpaU42VXpUS05KcnZmVTRSeWMtTDV1ZlNVWTBXdGc,English,,3,2016-07-04,Aman Afaque,Good,Need improvement in android all versions but application best,,OTHER,"['need', 'improvement', 'in', 'android', 'all', 'versions', 'but', 'application', 'best']","['need', 'improvement', 'in', 'android', 'all', 'versions', 'but', 'application', 'best']","['improvement', 'android', 'versions', 'application']","['improv', 'android', 'version', 'applic']","[('need', 'improvement'), ('improvement', 'in'), ('in', 'android'), ('android', 'all'), ('all', 'versions'), ('versions', 'but'), ('but', 'application'), ('application', 'best'), ('need', 'improvement', 'in'), ('improvement', 'in', 'android'), ('in', 'android', 'all'), ('android', 'all', 'versions'), ('all', 'versions', 'but'), ('versions', 'but', 'application'), ('but', 'application', 'best'), ('need', 'improvement', 'in', 'android'), ('improvement', 'in', 'android', 'all'), ('in', 'android', 'all', 'versions'), ('android', 'all', 'versions', 'but'), ('all', 'versions', 'but', 'application'), ('versions', 'but', 'application', 'best')]",
47,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVUtYU5SaHFpc0VQaVZyQUwyQVB6WC1Wc3MzbjNPcDdxbjllMFNlY1owUHFZTGRyOXpkOTNfU1VJRHRmMm5YcWZkRm9lTnNibGEyV092Snc,English,,5,2016-06-20,Jila Ashrafi,,Excellent,,OTHER,['excellent'],['excellent'],['excellent'],['excel'],[],
48,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR1c0al9YMHFzNDVlcVd3SEJlVFhRZWx4YlNEbGtNRXBVOW5QZTlQOEd2S2p0Mjhra0tHUmZ3UHZaSUgyWVdRV3Bia1g3UGszS3Y5WldiQXc,English,,5,2016-06-10,Lele Long,It works,Works on Nexus 5X!,,OTHER,"['works', 'on', 'nexus', '5x', '!']","['works', 'on', 'nexus', '5x', '!']","['works', 'nexus', '5x', '!']","['work', 'nexu', '5x', '!']","[('works', 'on'), ('on', 'nexus'), ('nexus', '5x'), ('5x', '!'), ('works', 'on', 'nexus'), ('on', 'nexus', '5x'), ('nexus', '5x', '!'), ('works', 'on', 'nexus', '5x'), ('on', 'nexus', '5x', '!')]",
49,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVhCZVZ0VmhFdGNtSjBCZUNNLUdqYWlLTDI0OTl0QnJrZU9jWWdqUWdiazlmRFloV3pud3dib2lKT1p0ald5Y0pBTGx0bEw5UVR0aEJleHc,English,,5,2016-06-04,AKBAR GEEK,Tanks,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
50,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR2VabzRKOVVUMWliRGIwR3NLdk40dWpLaUR4ckNQNm9jWE1tVnhMWUhpdk5pWS1EY183Vm1DM0QzRFN4TDd3QWI2REpUSEVtZ2dWVkdWSnc,English,,5,2016-06-01,Marianne,Works & doesn't require mobile anyconnect license,"I'm testing SIP for a client and their ASA didn't have AnyConnect mobile licensing. Using the ""Windows"" OS setting on this app worked perfectly. The auth is FAST too. Great app!",,FEATURE,"['i', ""'m"", 'testing', 'sip', 'for', 'a', 'client', 'and', 'their', 'asa', 'did', ""n't"", 'have', 'anyconnect', 'mobile', 'licensing', '.', 'using', 'the', '``', 'windows', ""''"", 'os', 'setting', 'on', 'this', 'app', 'worked', 'perfectly', '.', 'the', 'auth', 'is', 'fast', 'too', '.', 'great', 'app', '!']","['i', ""'m"", 'testing', 'sip', 'for', 'a', 'client', 'and', 'their', 'asa', 'did', 'anyconnect', 'mobile', 'licensing', '.', 'using', 'the', '``', 'windows', ""''"", 'os', 'setting', 'on', 'this', 'app', 'worked', 'perfectly', '.', 'the', 'auth', 'is', 'fast', 'too', '.', 'great', 'app', '!']","[""'m"", 'testing', 'sip', 'client', 'asa', 'anyconnect', 'mobile', 'licensing', '.', '``', 'windows', ""''"", 'os', 'setting', 'app', 'worked', 'perfectly', '.', 'fast', '.', 'great', 'app', '!']","[""'m"", 'test', 'sip', 'client', 'asa', 'anyconnect', 'mobil', 'licens', '.', '``', 'window', ""''"", 'os', 'set', 'app', 'work', 'perfectli', '.', 'fast', '.', 'great', 'app', '!']","[('i', ""'m""), (""'m"", 'testing'), ('testing', 'sip'), ('sip', 'for'), ('for', 'a'), ('a', 'client'), ('client', 'and'), ('and', 'their'), ('their', 'asa'), ('asa', 'did'), ('did', ""n't""), (""n't"", 'have'), ('have', 'anyconnect'), ('anyconnect', 'mobile'), ('mobile', 'licensing'), ('licensing', '.'), ('.', 'using'), ('using', 'the'), ('the', '``'), ('``', 'windows'), ('windows', ""''""), (""''"", 'os'), ('os', 'setting'), ('setting', 'on'), ('on', 'this'), ('this', 'app'), ('app', 'worked'), ('worked', 'perfectly'), ('perfectly', '.'), ('.', 'the'), ('the', 'auth'), ('auth', 'is'), ('is', 'fast'), ('fast', 'too'), ('too', '.'), ('.', 'great'), ('great', 'app'), ('app', '!'), ('i', ""'m"", 'testing'), (""'m"", 'testing', 'sip'), ('testing', 'sip', 'for'), ('sip', 'for', 'a'), ('for', 'a', 'client'), ('a', 'client', 'and'), ('client', 'and', 'their'), ('and', 'their', 'asa'), ('their', 'asa', 'did'), ('asa', 'did', ""n't""), ('did', ""n't"", 'have'), (""n't"", 'have', 'anyconnect'), ('have', 'anyconnect', 'mobile'), ('anyconnect', 'mobile', 'licensing'), ('mobile', 'licensing', '.'), ('licensing', '.', 'using'), ('.', 'using', 'the'), ('using', 'the', '``'), ('the', '``', 'windows'), ('``', 'windows', ""''""), ('windows', ""''"", 'os'), (""''"", 'os', 'setting'), ('os', 'setting', 'on'), ('setting', 'on', 'this'), ('on', 'this', 'app'), ('this', 'app', 'worked'), ('app', 'worked', 'perfectly'), ('worked', 'perfectly', '.'), ('perfectly', '.', 'the'), ('.', 'the', 'auth'), ('the', 'auth', 'is'), ('auth', 'is', 'fast'), ('is', 'fast', 'too'), ('fast', 'too', '.'), ('too', '.', 'great'), ('.', 'great', 'app'), ('great', 'app', '!'), ('i', ""'m"", 'testing', 'sip'), (""'m"", 'testing', 'sip', 'for'), ('testing', 'sip', 'for', 'a'), ('sip', 'for', 'a', 'client'), ('for', 'a', 'client', 'and'), ('a', 'client', 'and', 'their'), ('client', 'and', 'their', 'asa'), ('and', 'their', 'asa', 'did'), ('their', 'asa', 'did', ""n't""), ('asa', 'did', ""n't"", 'have'), ('did', ""n't"", 'have', 'anyconnect'), (""n't"", 'have', 'anyconnect', 'mobile'), ('have', 'anyconnect', 'mobile', 'licensing'), ('anyconnect', 'mobile', 'licensing', '.'), ('mobile', 'licensing', '.', 'using'), ('licensing', '.', 'using', 'the'), ('.', 'using', 'the', '``'), ('using', 'the', '``', 'windows'), ('the', '``', 'windows', ""''""), ('``', 'windows', ""''"", 'os'), ('windows', ""''"", 'os', 'setting'), (""''"", 'os', 'setting', 'on'), ('os', 'setting', 'on', 'this'), ('setting', 'on', 'this', 'app'), ('on', 'this', 'app', 'worked'), ('this', 'app', 'worked', 'perfectly'), ('app', 'worked', 'perfectly', '.'), ('worked', 'perfectly', '.', 'the'), ('perfectly', '.', 'the', 'auth'), ('.', 'the', 'auth', 'is'), ('the', 'auth', 'is', 'fast'), ('auth', 'is', 'fast', 'too'), ('is', 'fast', 'too', '.'), ('fast', 'too', '.', 'great'), ('too', '.', 'great', 'app'), ('.', 'great', 'app', '!')]",
51,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRmFGWTV2M1hMZEtmRllSYVhNQ1ROZEhWMG9yUlJqRHVkYUsxeUZxZ2FkZXFqMDZIYi1jalpEXzZLU3ZjTGZNSng1TFBueExuemZiMFJyckE,English,,5,2016-05-26,Puneet Sharma,Great App,Works welll with Cisco,,OTHER,"['works', 'welll', 'with', 'cisco']","['works', 'welll', 'with', 'cisco']","['works', 'welll', 'cisco']","['work', 'welll', 'cisco']","[('works', 'welll'), ('welll', 'with'), ('with', 'cisco'), ('works', 'welll', 'with'), ('welll', 'with', 'cisco'), ('works', 'welll', 'with', 'cisco')]",
52,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSGl2aGhTRUJ3SEZLc2daTnNKLURPTTJBQ3loWEcyM3V2X0JaUDByUW5FTGtnQVVjcXg2c1JjMjBPOVFhNWJla2otYzJxZERjU2wwTkh4RlE,English,,5,2016-05-24,Muta'allim Mu'allim,Thank you!,Tried many times to connect with other app and default VPN. This one worked straight away!,,USABILITY,"['tried', 'many', 'times', 'to', 'connect', 'with', 'other', 'app', 'and', 'default', 'vpn', '.', 'this', 'one', 'worked', 'straight', 'away', '!']","['tried', 'many', 'times', 'to', 'connect', 'with', 'other', 'app', 'and', 'default', 'vpn', '.', 'this', 'one', 'worked', 'straight', 'away', '!']","['times', 'connect', 'app', 'default', 'vpn', '.', 'worked', 'straight', '!']","['time', 'connect', 'app', 'default', 'vpn', '.', 'work', 'straight', '!']","[('tried', 'many'), ('many', 'times'), ('times', 'to'), ('to', 'connect'), ('connect', 'with'), ('with', 'other'), ('other', 'app'), ('app', 'and'), ('and', 'default'), ('default', 'vpn'), ('vpn', '.'), ('.', 'this'), ('this', 'one'), ('one', 'worked'), ('worked', 'straight'), ('straight', 'away'), ('away', '!'), ('tried', 'many', 'times'), ('many', 'times', 'to'), ('times', 'to', 'connect'), ('to', 'connect', 'with'), ('connect', 'with', 'other'), ('with', 'other', 'app'), ('other', 'app', 'and'), ('app', 'and', 'default'), ('and', 'default', 'vpn'), ('default', 'vpn', '.'), ('vpn', '.', 'this'), ('.', 'this', 'one'), ('this', 'one', 'worked'), ('one', 'worked', 'straight'), ('worked', 'straight', 'away'), ('straight', 'away', '!'), ('tried', 'many', 'times', 'to'), ('many', 'times', 'to', 'connect'), ('times', 'to', 'connect', 'with'), ('to', 'connect', 'with', 'other'), ('connect', 'with', 'other', 'app'), ('with', 'other', 'app', 'and'), ('other', 'app', 'and', 'default'), ('app', 'and', 'default', 'vpn'), ('and', 'default', 'vpn', '.'), ('default', 'vpn', '.', 'this'), ('vpn', '.', 'this', 'one'), ('.', 'this', 'one', 'worked'), ('this', 'one', 'worked', 'straight'), ('one', 'worked', 'straight', 'away'), ('worked', 'straight', 'away', '!')]",
53,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRWhFMDh6d0U1c0QybTZFV1FLRHVOMjdYY3VhVFk0RWUtYWYycFRaM0pmakdXRHJIQ1dGSzZ0MUZNNTliSXNfbE9QMWNjSnhzcVVzbWd5R2c,English,,5,2016-05-13,Tom Vile,Fantastic,So easy to set up and connect.,,USABILITY,"['so', 'easy', 'to', 'set', 'up', 'and', 'connect', '.']","['so', 'easy', 'to', 'set', 'up', 'and', 'connect', '.']","['easy', 'set', 'connect', '.']","['easi', 'set', 'connect', '.']","[('so', 'easy'), ('easy', 'to'), ('to', 'set'), ('set', 'up'), ('up', 'and'), ('and', 'connect'), ('connect', '.'), ('so', 'easy', 'to'), ('easy', 'to', 'set'), ('to', 'set', 'up'), ('set', 'up', 'and'), ('up', 'and', 'connect'), ('and', 'connect', '.'), ('so', 'easy', 'to', 'set'), ('easy', 'to', 'set', 'up'), ('to', 'set', 'up', 'and'), ('set', 'up', 'and', 'connect'), ('up', 'and', 'connect', '.')]",
54,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRjFsVWxnWF9WZmlUaVVVQlNLYklWYWQ1SjZzaURKR2hEMklrdjN6Z1psbDJFTzd6RkltRjZBWnBmSXNJd0VOQXlzY0ZjQndSbFVTeFl2dVE,English,,5,2016-05-09,Chris Haagen,VPN access works great,Supports anyconnect and you can make it appear as a Windows device instead of an android device.,,FEATURE,"['supports', 'anyconnect', 'and', 'you', 'can', 'make', 'it', 'appear', 'as', 'a', 'windows', 'device', 'instead', 'of', 'an', 'android', 'device', '.']","['supports', 'anyconnect', 'and', 'you', 'can', 'make', 'it', 'appear', 'as', 'a', 'windows', 'device', 'instead', 'of', 'an', 'android', 'device', '.']","['supports', 'anyconnect', 'windows', 'device', 'android', 'device', '.']","['support', 'anyconnect', 'window', 'devic', 'android', 'devic', '.']","[('supports', 'anyconnect'), ('anyconnect', 'and'), ('and', 'you'), ('you', 'can'), ('can', 'make'), ('make', 'it'), ('it', 'appear'), ('appear', 'as'), ('as', 'a'), ('a', 'windows'), ('windows', 'device'), ('device', 'instead'), ('instead', 'of'), ('of', 'an'), ('an', 'android'), ('android', 'device'), ('device', '.'), ('supports', 'anyconnect', 'and'), ('anyconnect', 'and', 'you'), ('and', 'you', 'can'), ('you', 'can', 'make'), ('can', 'make', 'it'), ('make', 'it', 'appear'), ('it', 'appear', 'as'), ('appear', 'as', 'a'), ('as', 'a', 'windows'), ('a', 'windows', 'device'), ('windows', 'device', 'instead'), ('device', 'instead', 'of'), ('instead', 'of', 'an'), ('of', 'an', 'android'), ('an', 'android', 'device'), ('android', 'device', '.'), ('supports', 'anyconnect', 'and', 'you'), ('anyconnect', 'and', 'you', 'can'), ('and', 'you', 'can', 'make'), ('you', 'can', 'make', 'it'), ('can', 'make', 'it', 'appear'), ('make', 'it', 'appear', 'as'), ('it', 'appear', 'as', 'a'), ('appear', 'as', 'a', 'windows'), ('as', 'a', 'windows', 'device'), ('a', 'windows', 'device', 'instead'), ('windows', 'device', 'instead', 'of'), ('device', 'instead', 'of', 'an'), ('instead', 'of', 'an', 'android'), ('of', 'an', 'android', 'device'), ('an', 'android', 'device', '.')]",
55,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR0dramJ0YmliSVVwYVlZUEYtLWwzUHdpX2xGSV9uSTVUTm1IdDdiRjh0cXFibVpHSG1rWm92b1NwOXBEb3BBbkt6cGdNVkhKbVRwRUpLRWc,English,,5,2016-05-05,Curry Searle,Great alternative app,Easily better than any of the Cisco or other VPN apps I've used.,,OTHER,"['easily', 'better', 'than', 'any', 'of', 'the', 'cisco', 'or', 'other', 'vpn', 'apps', 'i', ""'ve"", 'used', '.']","['easily', 'better', 'than', 'any', 'of', 'the', 'cisco', 'or', 'other', 'vpn', 'apps', 'i', ""'ve"", 'used', '.']","['easily', 'cisco', 'vpn', 'apps', '.']","['easili', 'cisco', 'vpn', 'app', '.']","[('easily', 'better'), ('better', 'than'), ('than', 'any'), ('any', 'of'), ('of', 'the'), ('the', 'cisco'), ('cisco', 'or'), ('or', 'other'), ('other', 'vpn'), ('vpn', 'apps'), ('apps', 'i'), ('i', ""'ve""), (""'ve"", 'used'), ('used', '.'), ('easily', 'better', 'than'), ('better', 'than', 'any'), ('than', 'any', 'of'), ('any', 'of', 'the'), ('of', 'the', 'cisco'), ('the', 'cisco', 'or'), ('cisco', 'or', 'other'), ('or', 'other', 'vpn'), ('other', 'vpn', 'apps'), ('vpn', 'apps', 'i'), ('apps', 'i', ""'ve""), ('i', ""'ve"", 'used'), (""'ve"", 'used', '.'), ('easily', 'better', 'than', 'any'), ('better', 'than', 'any', 'of'), ('than', 'any', 'of', 'the'), ('any', 'of', 'the', 'cisco'), ('of', 'the', 'cisco', 'or'), ('the', 'cisco', 'or', 'other'), ('cisco', 'or', 'other', 'vpn'), ('or', 'other', 'vpn', 'apps'), ('other', 'vpn', 'apps', 'i'), ('vpn', 'apps', 'i', ""'ve""), ('apps', 'i', ""'ve"", 'used'), ('i', ""'ve"", 'used', '.')]",
56,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSHdTWnNQY2llMjRiSkZhend1MkY2aHEtMkRwWW9ZeEk5NXdWVHkyQmg2QU12ZW8tWnpYTFk2eHZfYkxxcHJLQl9RUVRjZ3p4ZTJWbWxsUEE,English,,3,2016-05-01,Chinar Chakole,Onky works for VPN registered memeberz only?,Unregistered cam access using these app.i dnt hav registered in any VPN account so is there any way for ppl like me,,SECURITY,"['unregistered', 'cam', 'access', 'using', 'these', 'app.i', 'dnt', 'hav', 'registered', 'in', 'any', 'vpn', 'account', 'so', 'is', 'there', 'any', 'way', 'for', 'ppl', 'like', 'me']","['unregistered', 'cam', 'access', 'using', 'these', 'app.i', 'dnt', 'hav', 'registered', 'in', 'any', 'vpn', 'account', 'so', 'is', 'there', 'any', 'way', 'for', 'ppl', 'like', 'me']","['unregistered', 'cam', 'access', 'app.i', 'dnt', 'hav', 'registered', 'vpn', 'account', 'ppl']","['unregist', 'cam', 'access', 'app.i', 'dnt', 'hav', 'regist', 'vpn', 'account', 'ppl']","[('unregistered', 'cam'), ('cam', 'access'), ('access', 'using'), ('using', 'these'), ('these', 'app.i'), ('app.i', 'dnt'), ('dnt', 'hav'), ('hav', 'registered'), ('registered', 'in'), ('in', 'any'), ('any', 'vpn'), ('vpn', 'account'), ('account', 'so'), ('so', 'is'), ('is', 'there'), ('there', 'any'), ('any', 'way'), ('way', 'for'), ('for', 'ppl'), ('ppl', 'like'), ('like', 'me'), ('unregistered', 'cam', 'access'), ('cam', 'access', 'using'), ('access', 'using', 'these'), ('using', 'these', 'app.i'), ('these', 'app.i', 'dnt'), ('app.i', 'dnt', 'hav'), ('dnt', 'hav', 'registered'), ('hav', 'registered', 'in'), ('registered', 'in', 'any'), ('in', 'any', 'vpn'), ('any', 'vpn', 'account'), ('vpn', 'account', 'so'), ('account', 'so', 'is'), ('so', 'is', 'there'), ('is', 'there', 'any'), ('there', 'any', 'way'), ('any', 'way', 'for'), ('way', 'for', 'ppl'), ('for', 'ppl', 'like'), ('ppl', 'like', 'me'), ('unregistered', 'cam', 'access', 'using'), ('cam', 'access', 'using', 'these'), ('access', 'using', 'these', 'app.i'), ('using', 'these', 'app.i', 'dnt'), ('these', 'app.i', 'dnt', 'hav'), ('app.i', 'dnt', 'hav', 'registered'), ('dnt', 'hav', 'registered', 'in'), ('hav', 'registered', 'in', 'any'), ('registered', 'in', 'any', 'vpn'), ('in', 'any', 'vpn', 'account'), ('any', 'vpn', 'account', 'so'), ('vpn', 'account', 'so', 'is'), ('account', 'so', 'is', 'there'), ('so', 'is', 'there', 'any'), ('is', 'there', 'any', 'way'), ('there', 'any', 'way', 'for'), ('any', 'way', 'for', 'ppl'), ('way', 'for', 'ppl', 'like'), ('for', 'ppl', 'like', 'me')]",
57,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRnFHQzRFNEV5b3RRWHRtVFh1cnZRYVRFVVVxeWExWDg3WF9YWjNMZGp0Qk5BcDZIQVdVUU9LT0JsSXlocWptMmJLaTl4UG4wVGR4STgtSXc,English,,5,2016-04-05,Zohrab Purkhalil Sogoltapeh,سپاس گذارم باتشکر,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
58,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRzVhbEF2UU9DMjAzZ3VRdFJjdkdNa01mWmlUWWhaMUtvZ0tNbzZXS2RadTFMTV83N056YXNDUjVhekxnQXJ2bS1GZlAtcVFIS2Roc0Eta0E,English,,3,2016-04-01,رها غفارزاده,,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
59,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR0MzcERkTGNXOG8wTk1mU09QQkdFRDhHQ08yX3pUVkRCbGZJYUxDMjQ5djI5MXZCWWNwNjl4MlRPSjNxTkNXdDZhWF9jdERlUjd5WVhBb1E,English,,4,2016-03-25,hosein nikan,,Like,,OTHER,['like'],['like'],[],[],[],
60,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR3NyaWZLU051ekhUOVRFc0pxQ3VYZTUxaHBJSUItQzJ5S05odmJfY05uYkdIckVaZDdoSFAtbFZZN0ptbjNacFdqdmwwM1dGYk1rYU5IUWc,English,,5,2016-03-22,hadi hassanzadeh,,best unblocker app,,OTHER,"['best', 'unblocker', 'app']","['best', 'unblocker', 'app']","['unblocker', 'app']","['unblock', 'app']","[('best', 'unblocker'), ('unblocker', 'app'), ('best', 'unblocker', 'app')]",
61,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRkptdWRLU09fNHV5YVBJa2M4bmhqN0d5ZktIN3F4alNwYU1pQ1l6UFhVdkh1NEVtdy1GQVJydTZjOGlDaVJfckJtaktNZ3hZVmowTHUyYmc,English,,5,2016-03-22,Masood tnt,عالی,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
62,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSDA1QmFSNTE4S0thYnhuckJMRGFLNjJwWk1EbE5XSThnWDQzanBLbE41QWhJbEJLX3NUYk1rUDJDTk1XN2w5OG42OExnWnpqNEJPeVFVdmc,English,,5,2016-03-20,ara moghadam,,Loved it,,OTHER,"['loved', 'it']","['loved', 'it']",['loved'],['love'],"[('loved', 'it')]",
63,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSFFiSWplM25NdkhfYllXYjZCMTFsOVJNeTBweGRsamhBaG94Sy1tNkJFcE94dkt0TllibUFOWXRfU0JOWkF2aFI4aFRubW5qRkhXUXV5bWc,English,,5,2016-03-12,Morteza Balvardi,It works much better than cisco anycnect,In some networks I need to use a pptp vpn  connection to use Internet so I won't be able to use this app is it possible to add a option to connect using root access so I can have both connections at once,,FEATURE,"['in', 'some', 'networks', 'i', 'need', 'to', 'use', 'a', 'pptp', 'vpn', 'connection', 'to', 'use', 'internet', 'so', 'i', 'wo', ""n't"", 'be', 'able', 'to', 'use', 'this', 'app', 'is', 'it', 'possible', 'to', 'add', 'a', 'option', 'to', 'connect', 'using', 'root', 'access', 'so', 'i', 'can', 'have', 'both', 'connections', 'at', 'once']","['in', 'some', 'networks', 'i', 'need', 'to', 'use', 'a', 'pptp', 'vpn', 'connection', 'to', 'use', 'internet', 'so', 'i', 'wo', 'able', 'to', 'use', 'this', 'app', 'is', 'it', 'possible', 'to', 'add', 'a', 'option', 'to', 'connect', 'using', 'root', 'access', 'so', 'i', 'can', 'have', 'both', 'connections', 'at', 'once']","['networks', 'pptp', 'vpn', 'connection', 'internet', 'wo', 'app', 'add', 'option', 'connect', 'root', 'access', 'connections']","['network', 'pptp', 'vpn', 'connect', 'internet', 'wo', 'app', 'add', 'option', 'connect', 'root', 'access', 'connect']","[('in', 'some'), ('some', 'networks'), ('networks', 'i'), ('i', 'need'), ('need', 'to'), ('to', 'use'), ('use', 'a'), ('a', 'pptp'), ('pptp', 'vpn'), ('vpn', 'connection'), ('connection', 'to'), ('to', 'use'), ('use', 'internet'), ('internet', 'so'), ('so', 'i'), ('i', 'wo'), ('wo', ""n't""), (""n't"", 'be'), ('be', 'able'), ('able', 'to'), ('to', 'use'), ('use', 'this'), ('this', 'app'), ('app', 'is'), ('is', 'it'), ('it', 'possible'), ('possible', 'to'), ('to', 'add'), ('add', 'a'), ('a', 'option'), ('option', 'to'), ('to', 'connect'), ('connect', 'using'), ('using', 'root'), ('root', 'access'), ('access', 'so'), ('so', 'i'), ('i', 'can'), ('can', 'have'), ('have', 'both'), ('both', 'connections'), ('connections', 'at'), ('at', 'once'), ('in', 'some', 'networks'), ('some', 'networks', 'i'), ('networks', 'i', 'need'), ('i', 'need', 'to'), ('need', 'to', 'use'), ('to', 'use', 'a'), ('use', 'a', 'pptp'), ('a', 'pptp', 'vpn'), ('pptp', 'vpn', 'connection'), ('vpn', 'connection', 'to'), ('connection', 'to', 'use'), ('to', 'use', 'internet'), ('use', 'internet', 'so'), ('internet', 'so', 'i'), ('so', 'i', 'wo'), ('i', 'wo', ""n't""), ('wo', ""n't"", 'be'), (""n't"", 'be', 'able'), ('be', 'able', 'to'), ('able', 'to', 'use'), ('to', 'use', 'this'), ('use', 'this', 'app'), ('this', 'app', 'is'), ('app', 'is', 'it'), ('is', 'it', 'possible'), ('it', 'possible', 'to'), ('possible', 'to', 'add'), ('to', 'add', 'a'), ('add', 'a', 'option'), ('a', 'option', 'to'), ('option', 'to', 'connect'), ('to', 'connect', 'using'), ('connect', 'using', 'root'), ('using', 'root', 'access'), ('root', 'access', 'so'), ('access', 'so', 'i'), ('so', 'i', 'can'), ('i', 'can', 'have'), ('can', 'have', 'both'), ('have', 'both', 'connections'), ('both', 'connections', 'at'), ('connections', 'at', 'once'), ('in', 'some', 'networks', 'i'), ('some', 'networks', 'i', 'need'), ('networks', 'i', 'need', 'to'), ('i', 'need', 'to', 'use'), ('need', 'to', 'use', 'a'), ('to', 'use', 'a', 'pptp'), ('use', 'a', 'pptp', 'vpn'), ('a', 'pptp', 'vpn', 'connection'), ('pptp', 'vpn', 'connection', 'to'), ('vpn', 'connection', 'to', 'use'), ('connection', 'to', 'use', 'internet'), ('to', 'use', 'internet', 'so'), ('use', 'internet', 'so', 'i'), ('internet', 'so', 'i', 'wo'), ('so', 'i', 'wo', ""n't""), ('i', 'wo', ""n't"", 'be'), ('wo', ""n't"", 'be', 'able'), (""n't"", 'be', 'able', 'to'), ('be', 'able', 'to', 'use'), ('able', 'to', 'use', 'this'), ('to', 'use', 'this', 'app'), ('use', 'this', 'app', 'is'), ('this', 'app', 'is', 'it'), ('app', 'is', 'it', 'possible'), ('is', 'it', 'possible', 'to'), ('it', 'possible', 'to', 'add'), ('possible', 'to', 'add', 'a'), ('to', 'add', 'a', 'option'), ('add', 'a', 'option', 'to'), ('a', 'option', 'to', 'connect'), ('option', 'to', 'connect', 'using'), ('to', 'connect', 'using', 'root'), ('connect', 'using', 'root', 'access'), ('using', 'root', 'access', 'so'), ('root', 'access', 'so', 'i'), ('access', 'so', 'i', 'can'), ('so', 'i', 'can', 'have'), ('i', 'can', 'have', 'both'), ('can', 'have', 'both', 'connections'), ('have', 'both', 'connections', 'at'), ('both', 'connections', 'at', 'once')]",
64,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSGI3amtsNnhfRlpEZUtITjRXT1hpRFk3ZXVIRTY2bUthR3NoajFEbXUtVkJOa1NXLUZjRFNVaUgxbGFkMFFLcmlMVHdhZzk2SDc5SU9RWXc,English,,5,2016-03-07,Sajjad Doorandish,i love it,i love it,,OTHER,"['i', 'love', 'it']","['i', 'love', 'it']",['love'],['love'],"[('i', 'love'), ('love', 'it'), ('i', 'love', 'it')]",
65,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRTVYb1VEQVlBSDJscDF5NmgwdWFQZURCRUVMaTJyQVdUWEJMVEhEN3ZtRmc4cnkzbW9jbHI3ZXZFNkFoWWxLT0c2OFZRMWo1VjItYlMyTUE,English,,5,2016-03-05,mohammad fakhri,,Great,,OTHER,['great'],['great'],['great'],['great'],[],
66,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSE4yMG8td1dVWEZZTFB0U01mNDZJNV9RcDZaeG9yb0haR29QMmNkX1JNTElJYjhfRTF4aUlVUTVTYnhxMS1Ob00xbHdldkoyVldJSXNCQXc,English,,5,2016-03-04,JADAV MAHENDRASINH,Really,Worked,,OTHER,['worked'],['worked'],['worked'],['work'],[],
67,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRjRvbmxQaHJhZjFMM2d2ZThjdy1yMFJTTk1LSkRFS0d3Mmh4T19ib3ZOSWJhOEZkY0hlSFp0S2FKR2VLNlVVYTYtMkFBR1Y3UDJ2eUYwU0E,English,,5,2016-03-01,Abbas Bakhtiarpour,عالی,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
